INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
11450,3,20.4,.12,.23,12.7,.61,72,278,.99836,3.16,-.61,9.7,1,8,2
11451,6,-.9,.23,.31,5.7,.599,112,-327,.97268,3.96,.4,12.9,1,7,3
11454,0,10.4,.12,.45,1.8,.424,14,432,.99552,2.98, ,11,1,9, 
11455,4,9.8,-.95,.98,3.5,.035,562,105,1.02675,3.86,-2.41,8.2,0,7,2
11458,0,16.1,-1.16,.4,2,-.256,19,294,1.02612,2.77,4.1,11.2,-1,9, 
11460,0,7.6,.815,1.81,61.1,-.034,15,71,.96618,3.08,.38,9.5,0,8,1
11461,5,7.7,.26,3.04, ,-.239,-55,67,.99126,4.16,.5,6,1,8,2
11462,3,2.4,.19,-.97,128.7,.058,14,-663,1.02843,3.29,.36,14.3,-1,7,2
11463,3,16.6,.33,.41,-62,.054,-204,117,.9943,2.71,1.18,14.4,0,7,1
11464,0,16.8,.855,.02,2.4,.273,15,451,.99627,3.89,1.52,8.8,0,7, 
11465,0,-4.9,1.03,-1.23,-5.8,-1.062,239,164,1.07876,2.91,.53,12,0,7,1
11466,4,7.6,1.34,1.48,3.2,.028,42,162,.9903,3.24,1.16,13.3,0,8,3
11467,4,5.8,.36,.26,-21.6,-.127,82,-273,.9642,4.58,.28,13.4,0,6,3
11468,2,-3.8,.03,1.87,5,.043,-45,437,.9924,3.04,1.56, ,-2,7,1
11469,7,7.1,.2,-.61,-44.3,.042,45,182,.997,2.92,-1.12,6,2,8,3
11470,2,9.7,-.54,.24,4.9,.158, ,144,1.02938,3.17,2.04,9.4,-1,7, 
11472,2,6,.28,.16,1.7,.048,-205,-96,.98568, ,.47,5.4,-1,7,2
11473,3,-11.6,.52,.25,-42,.415,-497,59,1.05312,3.3,-.58,10.2,0,9, 
11474,0,7.4,.435,-1.48,62.45,-.197,67,136,.9966,3.63,.54,11.2,-1,9,1
11475,1,6.7,-.96,.51,-8.4,-.069, ,283,.99545,3.5,.98, ,-2,7,1
11477,4,4,1.44,.27,1.4,.044,-218,-221,.9918,3.28, ,10.1,0,6,1
11478,4,5.6,1.695,1.47,-20.45,.051, ,-118,.99564,3.89,.61,16.6,0,6,1
11480,4,12.5,.29,2.47,6.05,.596,20,142,1.02568,2.79,.54, ,0,7,1
11482,2,3.6,.32,.35, ,.633,24,138,.99438,4.91, ,9.8,-1,8, 
11483,4,7,.27,.36,54.7,.045,61,244,1.03781,4.24, ,8.8,0,8,2
11484,3,5.4,1.59,.42,8.2,-.952,60,196,.99562,3.14,.48,9.4,0,7,1
11489,0,-3.9,.75,.27,-.5,-.077,-197,10,.96849,3.39,.81,13.9,-2,9, 
11490,2,6.1,.28,.25, ,.054,215,189,.9979,3.1,1.75,9,0,7,1
11491,4,4.1,1.17,.36,1.1,.507,67,-67,.9893,2.77,-.6,12.4,-1,8,3
11492,3,1.3,-.84,-2.39, ,.037,169,416,.9952,4.33,.34,9.2,-1,7,1
11493,2,16.9,.06,-2.27, ,.048,247,326,.90687,4.94,1.77,14.3,-1,7, 
11494,5,7.9,.22,.24,4.6, ,39,-29,.94264,2.99,.28,11.5,1,8,3
11495,4,15.5,.2,-.03,3.9,-1.093,260,414,.99102,2.08,.53,11.8,0,7,1
11496,5,8,-.6,.31,8,.522,29,277,.98201,3.48,.57,20.2,1,8,2
11497,5,6.8,1.08,.37,3.4,.023,75,87,.9902,3.14,1.86,12.7,1,7,3
11499,3,7.8,.44,1.81,-44.9,.29,18,349,.9966,2.13,.67,9.4,0,9,3
11500,5,7.2,.2,1.84,2,.039,326,307,.9911,3.3,.32,12,1,8,3
11501,0,-3.9,.5,.66,2.2,-.231, , ,.99647,4.3, ,10,-1,7, 
11502,0,22.3,.22,.52,2,-.41,-243,-6,1.00305, ,.66,22.1,1,13, 
11503,3,7.5,1.57,1.17,-49.7,.16,237,549,.8925,2.7,.23,11.3,0,9,1
11504,4,12.6,-.04,-.99,16.75,.05,249,163,.9999,3.24,.54,12.2,1,9,1
11505,0,2.5,-.51,.42,2.4,.034,179,12,.9876,4.01,.32,11.5,0,11, 
11507,6,6.5,.9,2.63,-37.9,.23,251,225,.99108,3.33, , ,1,7,3
11508,0,5.2,2.86,.49,-3.4,-.126,-121,-323,.98266,4.1,2.32,12.9,0,10,1
11509,3,17.7,.24,1.54,1.6,.048,32,131,1.00108,3.51,.45,10.5,0,8,1
11510,5,10.5,1.22,.26, ,-.418, ,112,.99067,3.84,1.91,12.3,0,7,3
11512,5,6.9,1.19,.31,-45.75,.043,38,96,.97743,1.44,-.51,9.1,0,7, 
11513,0,21,.31,.38,2.6,.085,178, ,.98144,3.36,.8,23.5,0,11, 
11514,3,5.3,.165,-.19,1.1,.051,94,105,.89462,3.04,.47,9.8,0,6, 
11516,0,-2.8,.24,-2.67,14,.172,48,198,.9979,2.89,.42,8.9,0,8, 
11517,4,2.8,.19,.54,-4.2,.838,-25,499,1.01104,3.22,.41,15.3,0,6,4
11519,5,5.4,-.34,.99,32.4, ,400,-362,.90332,1.96,.58,14.4,1,6,2
11520,6,-3.3,.25,.27,9.05,.039,37,482,.9936,3.27,-.83,16.2,0,7,4
11522,0,11.4,.7,.26,32.9,.079,186,-363,.99712,3.72,-.08,10,0,11,1
11526,2,5.9,.53,.16,7.9,.044,-346,-107,1.02504,3.21,.78,2.9,-1,6,2
11527,4,6.8,.99,.36,1.4,.036,-230,67,.99445,3.27,.28,12,0,7,1
11529,0,4.6,1.55,1.54,-46.1,.084, ,21,.96783,3.39,-.36,9.5,0,8,1
11532,4,5.5,.33,.53,10.9,-.474,18,80,.98731,3.37,.72,8,0,9,2
11534,2,7.1,.3,.35,1.4,.237,24,128,1.01969,1.94,.68,13.9,-1,8,2
11536,6,17.1,.19,.38,24.3,.604,22,-59,1.00189,1.91,-1.07,12.5,2,7,3
11539,6,6.6,1.4,.26,2.7,.262,-42,244,.98952,.69,1.35,18.1,1,7,4
11540,3,8.2,.7,.23,2,.652,-229,230,.9973,2.34,2.84,11.9,0,9,2
11542,3,6.5,.51,.25,1.7,-.21,-170,177,1.01003,3.09,-2.08,14.2,0,7,1
11543,3,6.4,.21,.41,131.5,.327,-183,85,.97955,3.17,.51,15.1,0,8,2
11544,6,-16.1,-.8,.26,-46.1,.399,36,328,.95654,3.13,.15,10.3,1,7,2
11545,4,11,.29,-.02,19.3,.613, ,149,.95617, , ,20,0,7,1
11546,4,16.6,-.72,1.88, ,-.321, ,183,1.0393,3.29,.42,7.1,0,6,4
11547,2,10.5,.59,0,50.1,.037,30,953,.97581,3.1,-1.21,10.9,0,7,2
11549,4,1.2,-.33,-.33,1.9,.038,40,-136,.99074,3.32,-.44,6.5,-1,7,3
11550,4,17.5,-1.14,.39,16.1,-.33,236,194,.96232,4.08,.64,-.800000000000001,0,7,2
11551,5,.5,-.55,-1.56,1.8,-.084,6,646,.95518,3.12,.72,10.2,0,13,4
11553,0,.699999999999999,-.49,.62,2.9,.452,30,74,.96335,3.3, ,10.4,0,10, 
11554,4,16.2,1.29,-.12,3.8,.041,82,187,.94154,3.19,1.71,6.3,-1,8,3
11555,0,7.3,.24,-1.34,-60.6,.037,37,97,.9926,3.19,.09,4.6,-1,8, 
11556,0,5.5,.3,.25,64.9,-.424,50,143,.98972,3.72,.66,12.5,1,6, 
11557,4,15.1,.15,1.57,3.7,.045,57,151,.9913,2.97,1.67,11.2,0,6,2
11559,4,-2.9,.24,.27,1.8,.051,52,54,.97859,2.51,.5, ,0,8,1
11561,4,6.7,.27,1.25,8,.053,-133,202,.9265,2.14, ,15.9,1,7,1
11562,4,7.2,.27,.24,5.4,.026,27,114,.96678,3.13,.38,7.3,1,8,3
11563,0,17.5,-.38,.05,66.2, , ,405,1.08123,3.06,.6, ,0,8, 
11564,2,6.4,.44,.68,-47,.054,67,180,.9952,2.85,.77,10,-1,7,2
11565,0,6.8,.22,.31,6.9,.037,33,121,1.04046,3.99, ,11.9,0,7, 
11567,2,10.3,.11,.47,-9.3,.741,-30,148,.9958,2.91,.34,-4.1,0,7,1
11568,4,-3.2,.99,.23,71.9,.033,-169,130,.98966,2.21,-.24,10.9,0,6,4
11569,4,6.8,-.21,.93,53,.402,61,170,.9991,3.55,.44,7.8,0,8,1
11570,6,9.8,.2,-.7,14.2,-.389,53, ,.999,2.71,-.03, ,0,8,4
11571,0,4.1,-1.23,.37,-2.1,.039,34,75,.9922,3.66,.6,14.5,0,7, 
11574,4,20.1,.26,1.99,5.2,.523,19,-327,1.03056,3.12,1.65,7.2,0,9,2
11575,4,6.7,.37,.93,2.5,.028,24,84,.96536,2.84,.36,13.2,0,7,3
11576,0,12,-1.8,1.11,1.7, ,-216,367,1.03201,2.81,-.65,9,-1,8, 
11577,5,7.9,.2,-1.07,34.4,-.236,44,632,.9926,3.36,.61,7.7,1,8,3
11578,5,6.3,.25,.22,3.3,-.358, ,161,.90037,2.48,1.55,10.5,1,7,3
11579,0,29.1,-.28,.26,15.3,.067,-54,166,.9986,3.03,.44,9.5,0,8,1
11580,4,-1,1.68,-.01,35.5,.038,-157,157,.9945,3.21,.46,9.9,1,8,3
11581,0,5,.67,.04,48.8,.555,76,211,.99236,3.75,.48,13.5,0,6, 
11583,5,6,.2,.39,-46.5,-.12,129,126,.97582,4.3,-.02,12.5,0,7,2
11584,3,.9,-.19,-.93,47.7,.041,171,-164,.96079, ,-.14,16.3,0,10, 
11585,0,.2,.44,-1.06,1.2,.049,236,117,.9804,4.71,.93,11.5,0,7, 
11587,3,7.6,-.77,1.65, ,-.123,476, ,1.00501,3.51,1.83,14.1,1,8,2
11588,4,7.7,.54,.26,25.5,.557, ,406,.98769,3.26,1.46,9.7,1,9,2
11589,3,12.1,.77,.26,1.7,.093,15,-49,.9924,5.2,1.71,11,0,7,1
11592,0,7,1.96,3.77,-79.5,.06,26,121,.9974,1.75,2.4,10.5,0,8, 
11593,4,14.2,2.24,.28,52.9,.024,137,128,.97106,3.01, ,12.4,0,9,3
11594,3,6.1,1.76,1.62,4.7,.035,-428,468,.991,3.31,1.03,17.9,-1,7,2
11595,3,8,-.06,.34,4.15,-.36,198,-63,1.0008,3.22,.55,9,0,8,1
11596,2,26.9,1.36,.31,-32,.356,41, ,.99362,2.41,-.32,9.73333333333333,-1,6,2
11597,2,7.1,1.07,.01,1.8,.311,17,555,.9946,4.04,.58,9.1,0,8,1
11598,5,7.4,-.33,.3,23.75,-.452,259, ,1.02188,2.49,1.19,13.7,1,8,2
11599,5,17.1,.36,.04,-46,.118,-137,52,.94681,3.98,1.84,9.4,2,10,1
11600,5,13.3,.29,.28,4.7, ,69,81,.99979,3.8,1.61,12.7,-1,7,2
11602,3,7.9,.36,.53,-41.5,.049,-194,139,1.04473,2.94,.45,5.6,0,9,1
11603,3,15.4,.27,.45,8.3,.357,52,196,.9955,3.18,.48,7,0,7,1
11604,3,7,1.04,.46,-11.5,.048,31,228,.9623,4.52,-.4,9.4,-1,8,2
11605,3,1,1.09,.24,6.7,.033,23,-121,.96859,2.44,.66,14.5,-2,8,3
11606,7,7.6,.94,1.22,20.1,.056,303,614.5,.999,3.14,2.18,3.6,1,8, 
11607,4,7.1,3.44,.01,2.2,.277,11,241,.99242,3.39,.4,12.8,0,8, 
11608,3,6,-.74,.49,40.7,-.433,-220,146,.998,4.3, ,9.5,0,10,1
11609,5,17,.87,.14,-23.9,-.441,27,598,1.04388,3.46,.51,16.9,0,7,3
11610,7,1,.25,.92,-71.3,.041,43,127,.99524,4.5,-.21,10.4,2,6,3
11612,4,6.2,-.11,1.8,-43.1, ,40,499,1.01346,2.55, ,4.3,0,8,1
11613,5,7.3,.23,.37,1.9,.041,-232,203,.98755,1.31, ,12.2,-1,8,3
11614,0,5,1.26,-.89,-20.3,-.216,29,80,.9902,3.49,.66,13.6,0,6, 
11615,0,14.2,-.185,-.53,2.1,.078,-155,30,1.01378,2.62,.82,9.8,-1,9, 
11616,0,10.3,1.35,.49,12.7,.063,99,248,.9998,3.12,.26,9.3,1,11, 
11618,3,6.7,.24,-1.16,-3.4, ,31,-61,.9983,4.65,-1.27,-1.5,0,7,1
11620,5,9.9,-.1,-.02,.7,.047,17,269,.9914,3.19,1.49,11.6,1,8,2
11621,4,9,.29,.47, ,.529,47,89,.993,3.29, ,4.5,0,6,3
11622,4,7.1,.43,1.36, ,.416,29,-284,.99126,3.18,.46,15.4,0,8,2
11623,5,6.8,.13,-2.56,53.8,-.116,19,102,.99121,3.23,.6,18.1,0,7,3
11625,0,-3.5,-.44,.62, ,.068,11,138,.99382,3.11,.62,9.8,0,8, 
11627,2,9.1,.25,.27,6.6,.054,40,353,.99378,3.44,.48,15.6,-1,7,1
11628,5,3.3,1.07,.96,69,.03,-230, ,1.04497,2.99,.61,13.6,0,8,3
11629,5,6.6,.34,.4,-11.5,.046,68,170,1.02742,3.15,.5,9.53333333333333,1,7,3
11630,0,14.5,.14,-1,1.3,.026,10,29,.99352,4.44,2.37,9.9,-2,7, 
11631,3,4,1.09,.4,2,-.282,-115,-45,.96785,3.54, , ,0,8,2
11632,0,17,-.65,.2,-50.9,.332,8,112,.91378,3.21,-.8,12.5,0,8, 
11633,2,6.4,.24,.29,31,.051,306, ,1.013,3.31,.45,9.5,-1,7,1
11634,3,7.3,-.46,.26,1.5,.397,32,172,.99194,3.27,-.48,17.2,-1,8,1
11635,5,6.3,.12,1.79,34.5,.357,47,146,.94942,3.27, ,15.7,0,7,3
11636,0,7.6,-.34,-2.43,-37.2,.227,11,71,.9982,4.07,.65, ,1,8, 
11637,4,16.3,.37,-1.04,4.7, ,-98,127,1.02552,2.9,.72,15,1,9,3
11638,5,6.6,1.01,.17,8.9,.022, ,111,1.08437,3.25, ,6.5,0,7,3
11639,5,4.2,.67,.41,-5.3,-.253,7,13,.99658,3.3,.62, ,0,10,1
11640,5,.7,.29,.29,-6.3,.39,32,-243,.95372,2.19,.36,12.8,0,7,2
11641,4,9.9,.21,.48,1.4,.041,-39,99,.96701,3.17, ,9.9,1,9,1
11642,3,3.7,.03,.13,-60.8,.168,22,112,.99188,3.99,-.04,13.5,-2,8,3
11643,2,-14.7,.31,-1.83,1,.042,21,144,.99304,2.64,.4,9.6,-1,8, 
11645,4,-2.6,.26,.48,16.05,.074,29,-183,.998,2.43,.42,11,0,8,3
11646,0,-1.2,1.05,.28,1.3,1.115,77,187,.95064,3.27,.6,10.3,1,8, 
11647,5,13.7,.2,.39,2.3,.001,24,87,.97424,1.72,.35,12,1,8,1
11648,3,9,-.56,-1.06,1.8,.043,21,400,.94301,3.84,-.71,16.8,0,8,2
11649,4,5.7,.21,.24,2.3,.108,241,189,.995,3.65,.68,11.3,0,6,2
11650,0,24.1,-2.28,.04,45.4,.913, ,-128,.98724,4.07,2.03,10.9,1,9, 
11651,3,.699999999999999,-.38,.37,1.6,.04,291,101,1.02097,3.15,.96,12.2,0,7,2
11653,3,15.5,.25,1.23,26.8,.064,-158,308,.99163,3.06,1.87,11.1,-1,7,2
11654,0,17.8,.28,.34,-40.3,-.097,-42, ,.97754,3.3,1.26,14.7,0,7, 
11655,4,-15.1,1.16,.07,1.4,.069,-47,369,.95999,2.52,.52,6.3,1,7,2
11657,0,9.4,.5,.34, ,-.09,5,-287,.9987,3.29,.52,5.3,-1,10, 
11660,0,7.2,-.73,1.23,-58.3,.31,15,196,1.00879,2.28,-.6,9.5,0,8, 
11661,6,6.1,-.06,.32, , ,284,540,.99234,2.55,.26,11.6,1,7,2
11662,3,5.7,.26,1.8,10.4,.195,-27,138,.994,3.41,.37,10.6,0,6,2
11664,6,17.2,-.25,1.19,6.6,.033,35,95,.98986,3.36,1.07,6.1,1,7,2
11666,7,6.5,-.43,1.15,14.5,.056,41,-41,.99456,3.06,.3,13.1,1,7,4
11667,5,7.1,.21,1.73,1.4,.037,-44,143,.9932,3.13,-1.27,11,1,8,2
11668,5,8,.21,.28,10.8,.162,233,-603,.9957,2.9,.24,8,0,9,1
11669,5,9,.26,.16,61.4,.034,138,-171,.99274,3.6,1.86,11.5,0,5,1
11670,0,5.7,.27,-.44,35.2,.046,-35,289,.9934,3.8,.41,10.2,1,6, 
11671,0,6.9,1.985,.02,35.9,-.455,106,71,.9975,3.57,-.41,9.9,1,8, 
11672,0,12.9,.65,-.52,37.4,.088,27,234,.98877,2.99, ,4.1,0,8, 
11673,3,11,.53,.29,116.6,.108,39,144,.9927,4.59,.99,5,-1,7, 
11674,3,2.4,.46,.85,27,-.202,34,213,.99445,3.1,-.97,6,0,7,2
11675,0,7,-.48,.43,15.2,.047,40,323,.97645,2.58, ,10,0,8, 
11676,3,6.9,1,1.29,20.7,-.207,28,-200,1.00354,3.28,.94,8.6,0,8,1
11677,4,6.5,1.53,-1.12,-31.9,.042,290,20,.97693,3.43,.64,12.1,0,7,2
11678,3,-16.2,.61,.77,-7.9,.073,-16,88,1.03967,2.9,.53,9.8,0,8,2
11679,4,.2,.18,-.07,60.3,-.148,9,327,.99199,3.7,.68,15.7,-1,6,3
11680,3,16.3,.37,.4,11.6,.032,265,214,.94455,2.96,.51,-1,-1,8, 
11681,2,10.1,1.81,.2,8.1,.305,308,92,.99892,3.22,.58,9.2,-1,8,1
11682,5,3.8,-.39,.02,54.4,.036,21,-133,.99248,4.43,.44,14.2,1,4, 
11684,3,8.1,1.36,-.49,-23.5,.04,-197,230,.99558,2.91,.55,18.6,-1,9,1
11686,3,-3.5,1,-.57,17.8,-.137,302,116,.99177,1.01,1.79,6.6,0,7,2
11687,5,1.1,.45,.7,20.6,.745,212,67,1.03069,3.13,1.28,9.4,2,9,2
11688,2,6.6,1.01,1.55,81.7,.047,37,492,.9822,3.09,1.09,11.2,-2,7,1
11689,4,12.5,.24,.42,61.5,.349,-42,198,.95281,2.89,.07,4.2,0,8,1
11690,0,8.6,-.95,-.65,1.8,.068, ,-220,.99516,3.35,.69,-.700000000000001,-1,9, 
11692,5,8.2,.4,1.18,13.7,.407,59,169,.97986,3.1,.62,11.7,2,9,2
11693,4,7.1,1.92,.24,-46.6,.129,11,381,.99553,3.21,.56,11.6,1,8,3
11695,2,15.1,.685,.26,4.5,-.434,17,126,.9943,3.24,1.02,9.1,-1,7,1
11696,5,-1.5,1.08,-1.33,-16.8,.336,26,-64,.96895,3.23,.48,16.4,0,8,3
11697,0,6.1,.19,.12,2.1, ,20,104,.994,2.85,.92,9.5,0,9,1
11699,0,5.9,.335,-.6,2.4,.056,-85,28,.99362,3.62,.79,12.4,1,6, 
11701,3,3.3,.35,1.87,35.2,.055,46,310,.94757,3.12, ,8.8,0,8,1
11702,4,9.3,-.01,-.4,1.1,.05,-181,175,.99099,2.83,-.78,12,0,6, 
11704,6,7.3,.04,-1,44.2,-.34,26,74,.96269,1.84,.35,13,0,8,3
11706,3,4.5,-.26,.32,-52.6,.047,11,221,1.01744,2.45,.46,6.3,0,10, 
11707,4,11.7,.33,.93,9.9,.042,21, ,1.02821,2.02, ,11,0,8,3
11708,4,7.7,.35,.67,30.8,.034,18,289,1.02624,3.33,-1.67,10.1,1,7,2
11709,5,8.4,.245,-.27,11.4,.035,57,137,1.00653,3.08,2.79,8.9,1,7,3
11712,5,-4,-.95,.17,12,.046,65,246,.95093,3.5,.38,8.4,1,7,3
11713,2,-12.8,.24,-.37,101.3,-.148,22,388,.99224,3.22,.76,13.3,-1,6,1
11715,4,6.8,.23,.34,1.9,.937,88,-42,.9571,2.68,.57,19.2,0,7,2
11716,0,6.9,.4,-.06,12.9,-.403,59,186,.98849,3.56,-1.25,9.4,-2,7, 
11717,4,6.4,-.2,.44,34.7, ,243,164,.99488,4.19,1.05,11.1,1,7,3
11718,4,17.6,-.61,-.43,-53.2,.034,25,332,.99026, ,-.69,25.1,-1,7,1
11719,5,6.6,1.12,.37,9.4,.379,-96,262,.99576,4.45,.02,3.9,1,7,3
11720,0,17.7,-1.64,.21,2.3,.047,72,329,1.04711,4.58,.36,9.7,1,7,1
11721,6,7.5,-1.05,-.87,4.9,.042,-242,155,.99385,1.12,.59,12.1,2,8,3
11722,3,9,.26,.34,6.7,.029,-108,-196,1.02265,3.08,.5,10.6,-1,10,1
11723,0,8.3,-.48,.39,-101.6,-1.09,206,313,.98806,3.28,.59,11.6,0,9, 
11724,2,-4.7,.885,0,-33.9,.166,6,187,.99551,3.56,.94,17.5,-1,7,1
11725,4,6.7,.24,.79,-43.6,1.167,44,179,1.00406,4.91,.46,8.9,0,7, 
11726,0,6.7,.16,-.57,2.1,-.413,24,52,1.02701,3.34,.71,11.2,-1,8, 
11727,4,5.9,1.15,-1.64,61.5,.041,22,-282,.98686,2.69,.54,9,0,7,1
11728,2,9.3,.16,.4,1.6,.033,59,182,.96468,3.44,.53,11.4,-1,7, 
11729,4,-3.1,.57,.32, ,.041,192, ,1.0328,3.39,.86,16.7,-1,7,2
11730,6,3.3,.42,1.43,1.8,.037,52,322,.9911,3.29,-.1,18.4,1,8,3
11733,5,19.4,1.83,-.45,19.6,.088,12,-119,1.03801,3.32,2.22,5.4,0,8,3
11734,0,20.7,.34,.49,2.4,-.236,-250,27,1.04883,2.83,.4,15.5,-2,14, 
11735,0,6.6,-.59,.28,50.8,.036,10,87,.99206,3.07,.35,15.1,1,7,1
11736,6,6.8,.9,.36,-9.2,.029,12,128,.97175,3.27,.35,13.25,1,8,2
11737,3,6.1,-.47,.84,56.8,.731,-173,444,1.0002,3.3,.5,11.7,0,9,3
11738,2,6.7,-2.15,.34,9.2, ,116,150,.97492,3.22,.51,8.1,-1,7,1
11739,6,6.5,.66,.86,2.5,-.054,-129,486,.9917,2.44,.75,14.9,1,7,1
11740,4,6.2,.19,.29,4.3,.045,-114,18,.99658,3.18,.72,2.9,0,7,3
11741,3,-3.5,.32,.32,2.2, ,15,70,.9899,4.09,1.96,12.7,-1,7,2
11743,4,1.3,-1.165,.16,12.55,.387,31,258,.99564,2.83,.38,10.8,0,6,3
11746,4,16.2,-.9,-.07,63.3,-.388,27,101,.99206,1.13,2.38,3.4,0,7,1
11747,3,17.5,-.9,.32,7,-.416,-120,192,.9939,2.67,.52,10.8,-1,7,1
11748,3,7.6,-1.05,.34,-89.8,-.522,42,162,1.008,3.01,.93,12,-1,8,2
11750,3,13.3,.95,.12,-17,.038,6,100,.99412,3.14,.29,8.1,0,7,3
11751,5,6.7,.48,.49,2.9,.03,-39,122,1.03414,3.13, ,13,1,8,4
11752,4,6.9,.54,.32,43.5,.05, ,-14,.9973,3.09,.39,4.6,1,8,3
11753,6,12,-.25,.24,-29.1,-.282,27,-97,.9903,2.99,-.3,12.6,1,7,2
11754,5,8.4,.85,.32,28,-.222,59,401,.94774,3.06,.86, ,1,9,2
11755,5,17.7,1.23,1.82,21.4, ,19,-136,.9912,3.6,.35,11,0,7,3
11757,0,6.6,.07,.51,2.6,.087,-182,49,.90486,4.69,-.49,11,1,13, 
11758,4,18.7,-1.2,1.73,19,.157,114,122,.89974,3.09,.47,7.1,0,7,2
11759,0,3.9,-.85,-.7,-50.9,.085,134,51,.98878,3.53,1.42,5.9,-1,6, 
11760,0,8.5,.9,-.16,-62.5,.04,5,-179,.9918,4,.37,5.6,-1,9,1
11763,0,8.3,.85,.14,-117.8,.169,292,210,.96464,3.36,-.99,10.1,0,9, 
11764,4,.6,.17,.28,65.2,.047,38,87,.99458,2.69,.55,10.8,0,9,3
11765,4,5.5,.3,1.2,67.6,.029,28,97,1.02185,3.23,.44,21.7,0,8,2
11768,0,6.8,1.38,.11,1.5,.075,102,47,.99545,3.36,.79,9.5,1,7, 
11772,2,6.4,-.12,.29,-30.3, ,245,115,.98955, ,.38,10.2,-1,7,1
11773,0,19.9,-.24,.39,1.9,.054,169,531,.95832,3.17,.5,10,1,11, 
11774,0,8.1,.21,.37,-45.3,.04,58,184,.99862,2.8,.28,7.1,0,6, 
11775,6,18.1,.21,.49,1.2,-.113,221,99,.94581,2.24,-.47,12.1,1,9,3
11776,6,-1.6,.66,-.92,10.8,.028,169,-59,.94434,3.95,1.04,13,2,7,3
11780,3,7,-.07,.2,48.8,-.131,50, ,1.02252,3.08,.56,9.4,0,8,2
11781,4,-.9,-.79,.3,.9,.028,189,28,.98931,3.2,.12,12,0,8,1
11782,0,-.300000000000001,.84,-.54,7.8,-.31,202, ,1.03845, ,-1.08,12.3,1,7,2
11783,4,-3,.23,1.08, ,.169,-81,150,.96844,3.09,.47,11.7,1,9,2
11784,4,-4.6,-.64,.52,15.7,-.136,275,139,.99788,3.04, ,20.4333333333333,0,8,2
11785,0,6.2,-.57,.87,1.7, ,7,-271,.9537,3.32,.8,15,0,8, 
11786,3,6.1,.44,-.46,47.5,.057,60,-246,.95258,2.33,.36,9.7,-1,8,2
11787,4,4,1.82,.31,-41,-.173, ,-200,.99031,3.3,.03,14.9,-1,6,2
11789,0,5.9,.22,.68,56.9,.052,179,-248,.95562,2.78, ,11.55,0,6,1
11791,4,2.9,.115,.3, ,.106,-373,105,.9954,2.96,.94,6.1,0,8,1
11792,5,5.9,.27,-.49,5,.035,14,435,.99058,2.76,-1.26,-1.4,0,6,1
11793,2,6.8,-.21,.04,12.6,.32,-45,983,.99271,3.17,1.29,10.2,0,7,2
11795,4,-2.3,-.11,.29,3.5,.04,27,146,.98999,4.23,.5,6.6,0,6,2
11796,3,8.3,.39,-.2,41.7,-.515,542,107,.9976,3.82,.57,4.1,0,9,1
11797,3,6.2,-.8,.23,-52.2,.048,-378,627,.99612,3.11,.56,9.9,-1,7,2
11798,3,7,.4,2.33,60.4,.05,85,-240,.99174,2.67,2,11.4,-1,8, 
11799,4,4.8,.41,.64,11.8,.065,-199,225,1.0116,3.12,2.07,8.9,1,8,3
11800,4,13,-.72,.16,1.3,.447,11,107,1.03834,3.19,.39,3.5,1,7,3
11802,4,17.6,.97,.31,6.3,-.4,-144,146,.94546,3.86, ,12.6,0,7,3
11803,4,5.4,.255,.32,1.2, ,29,122,.99048,1.37, ,11.3,0,6,2
11804,4,4.7,-.24,.25,63.1,.036,21,124,1.00666,2.25,.38,16.1,0,7, 
11805,4,13.6,.2,.83,1.3,-.023,7, ,.99057,1.93,1.94,10.3,1,9,2
11806,3,3.1,.23,-.76,12.9,-.384,-69,72,.95098,4.48,1.43, ,0,6,1
11808,0,17.2,.51,.52,-28.5,.099,10,25,.9958,4.24,.56,14.1,1,7, 
11809,0,6.1,-1.02,.15,1.8,-.32,43,19,.9955,4.68,1.73,9.3,0,7,2
11810,0,15.6,.36,-.94,4.2,-.458, ,-65,.9907,3.25,1.76,13.2,-2,6,1
11811,2,5.8,.11,.5,1,.073,-39,178,.99212,3.1,1.15,9.9,-1,7, 
11813,2,6.7,.22,-1.53,-59.4,.038,47, ,.99098,3.53,.9,-1.2,0,7, 
11814,4,7.2,-.19,.38,47.1,.058,55,194,.98967,2.96,.44,9,0,8,3
11815,6,27.3,.28,.33,6.7,.461,9,389,.99647,4.6, , ,1,8,3
11816,4,5.8,.84,1.71,1,-.291,35,-212,.98815,2.47,.48,5.3,-1,6,1
11819,4,18.6,-.33,-.92,4.4,.032,277,664,1.01468, ,1.8,12.9,0,8,1
11820,4,18.7,.16,.32,7.2,.058,22,381,.97394,3.29,.38,11.8,0,7,3
11821,4,5.4,.185,.93,50.1,.785,36,361,.99438,3.26,.86,9.5,0,6,2
11822,2,7.2,1.29,.46,.350000000000001,-.366,45,-167,.96351,3.04,.52,6.5,-1,8, 
11823,1,5.3,.36,.46,-98.7,.425,4,83,.9697,2,.01,10.1,-1,11, 
11824,2,8.3,1.14,-.83,38.7,.04,-98,-100,1.00077,2.92,.42,11.4,-1,8,2
11826,5,14.2,-.01,.34,11.8, ,237,240,.99882,3.17,.52,6,1,9,2
